date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
05:03:06	155152/155152	---MCZ	200	added ('OK')	text/html	date:Tue,%2017%20Feb%202026%2022:03:05%20GMT	https://invitations.jmiiwedding.com/redtone	C:/Users/thanh/Downloads/mauthiep/T06/invitations.jmiiwedding.com/redtone.html	(from )
05:03:06	22/22	---M--	200	added ('OK')	text/plain	date:Tue,%2017%20Feb%202026%2022:03:06%20GMT	https://invitations.jmiiwedding.com/robots.txt		(from )
05:03:06	587779/587779	---MCZ	200	added ('OK')	text/javascript	date:Thu,%2012%20Feb%202026%2004:24:14%20GMT	https://w.ladicdn.com/v5/source/ladipagev3.min.js?v=1764917400427	C:/Users/thanh/Downloads/mauthiep/T06/w.ladicdn.com/v5/source/ladipagev3.min7ddd.js	(from https://invitations.jmiiwedding.com/redtone)
05:03:07	121401/121401	---MCZ	200	added ('OK')	image/jpeg	date:Thu,%2027%20Nov%202025%2010:03:39%20GMT	https://w.ladicdn.com/s750x1000/6322a62f2dad980013bb5005/545338330_1412033760286939_6428732700690367359_n-20251019100213-bjkq7.jpg	C:/Users/thanh/Downloads/mauthiep/T06/w.ladicdn.com/s750x1000/6322a62f2dad980013bb5005/545338330_1412033760286939_6428732700690367359_n-20251019100213-bjkq7.jpg	(from https://invitations.jmiiwedding.com/redtone)
05:03:07	591615/591615	---MCZ	200	added ('OK')	image/png	date:Tue,%2025%20Nov%202025%2022:20:33%20GMT	https://w.ladicdn.com/s750x950/6322a62f2dad980013bb5005/icon-thiep-huyenpsd_0000_clear-white-plaster-texture-pattern-copy-14-20250703084107-2wpug.png	C:/Users/thanh/Downloads/mauthiep/T06/w.ladicdn.com/s750x950/6322a62f2dad980013bb5005/icon-thiep-huyenpsd_0000_clear-white-plaster-texture-pattern-copy-14-20250703084107-2wpug.png	(from https://invitations.jmiiwedding.com/redtone)
05:03:07	136190/136190	---MCZ	200	added ('OK')	image/png	date:Thu,%2027%20Nov%202025%2010:03:41%20GMT	https://w.ladicdn.com/s500x650/6322a62f2dad980013bb5005/thiep-minh-ha_0034_4-20250713171905-bzxbp.png	C:/Users/thanh/Downloads/mauthiep/T06/w.ladicdn.com/s500x650/6322a62f2dad980013bb5005/thiep-minh-ha_0034_4-20250713171905-bzxbp.png	(from https://invitations.jmiiwedding.com/redtone)
05:03:07	101600/101600	---MCZ	200	added ('OK')	image/jpeg	date:Thu,%2027%20Nov%202025%2010:03:41%20GMT	https://w.ladicdn.com/s600x700/6322a62f2dad980013bb5005/544462558_1412033966953585_6224622967212131673_n-20251019100312-re_a1.jpg	C:/Users/thanh/Downloads/mauthiep/T06/w.ladicdn.com/s600x700/6322a62f2dad980013bb5005/544462558_1412033966953585_6224622967212131673_n-20251019100312-re_a1.jpg	(from https://invitations.jmiiwedding.com/redtone)
05:03:07	90777/90777	---MCZ	200	added ('OK')	image/png	date:Thu,%2027%20Nov%202025%2010:03:40%20GMT	https://w.ladicdn.com/s550x550/6322a62f2dad980013bb5005/thiep-minh-ha_0029_3-20250714052822-_evkh.png	C:/Users/thanh/Downloads/mauthiep/T06/w.ladicdn.com/s550x550/6322a62f2dad980013bb5005/thiep-minh-ha_0029_3-20250714052822-_evkh.png	(from https://invitations.jmiiwedding.com/redtone)
05:03:08	121426/121426	---MCZ	200	added ('OK')	image/jpeg	date:Thu,%2027%20Nov%202025%2010:03:41%20GMT	https://w.ladicdn.com/s750x950/6322a62f2dad980013bb5005/544803168_1412033263620322_661626719444709316_n-20251019100646-edch5.jpg	C:/Users/thanh/Downloads/mauthiep/T06/w.ladicdn.com/s750x950/6322a62f2dad980013bb5005/544803168_1412033263620322_661626719444709316_n-20251019100646-edch5.jpg	(from https://invitations.jmiiwedding.com/redtone)
05:03:08	43383/43383	---MCZ	200	added ('OK')	image/jpeg	date:Thu,%2027%20Nov%202025%2010:03:40%20GMT	https://w.ladicdn.com/s500x550/6322a62f2dad980013bb5005/544746060_1412033466953635_1731005063067406273_n-20251019100544-4udtx.jpg	C:/Users/thanh/Downloads/mauthiep/T06/w.ladicdn.com/s500x550/6322a62f2dad980013bb5005/544746060_1412033466953635_1731005063067406273_n-20251019100544-4udtx.jpg	(from https://invitations.jmiiwedding.com/redtone)
05:03:08	49907/49907	---MCZ	200	added ('OK')	image/jpeg	date:Thu,%2027%20Nov%202025%2010:03:41%20GMT	https://w.ladicdn.com/s500x550/6322a62f2dad980013bb5005/545021511_1412033426953639_3235017371368628792_n-20251019100544-ulaum.jpg	C:/Users/thanh/Downloads/mauthiep/T06/w.ladicdn.com/s500x550/6322a62f2dad980013bb5005/545021511_1412033426953639_3235017371368628792_n-20251019100544-ulaum.jpg	(from https://invitations.jmiiwedding.com/redtone)
05:03:08	186557/186557	---MCZ	200	added ('OK')	image/png	date:Thu,%2027%20Nov%202025%2010:03:40%20GMT	https://w.ladicdn.com/s750x450/6322a62f2dad980013bb5005/thiep-minh-ha_0025_5-20250713173915-h6rpe.png	C:/Users/thanh/Downloads/mauthiep/T06/w.ladicdn.com/s750x450/6322a62f2dad980013bb5005/thiep-minh-ha_0025_5-20250713173915-h6rpe.png	(from https://invitations.jmiiwedding.com/redtone)
05:03:08	368977/368977	---MCZ	200	added ('OK')	image/png	date:Thu,%2027%20Nov%202025%2010:03:42%20GMT	https://w.ladicdn.com/s750x500/6322a62f2dad980013bb5005/thiep-minh-ha_0017_6-20250713175058-e2566.png	C:/Users/thanh/Downloads/mauthiep/T06/w.ladicdn.com/s750x500/6322a62f2dad980013bb5005/thiep-minh-ha_0017_6-20250713175058-e2566.png	(from https://invitations.jmiiwedding.com/redtone)
05:03:09	6195/6195	---MCZ	200	added ('OK')	image/png	date:Tue,%2025%20Nov%202025%2009:26:14%20GMT	https://w.ladicdn.com/s350x350/6322a62f2dad980013bb5005/thiep-linh-nguyen-element_0000s_0000_vector-smart-object-20250916165247-ly3tl.png	C:/Users/thanh/Downloads/mauthiep/T06/w.ladicdn.com/s350x350/6322a62f2dad980013bb5005/thiep-linh-nguyen-element_0000s_0000_vector-smart-object-20250916165247-ly3tl.png	(from https://invitations.jmiiwedding.com/redtone)
05:03:09	33366/33366	---MCZ	200	added ('OK')	image/png	date:Tue,%2025%20Nov%202025%2022:29:55%20GMT	https://w.ladicdn.com/s350x350/6322a62f2dad980013bb5005/gedgvdf-20250323084322-cpc_l.png	C:/Users/thanh/Downloads/mauthiep/T06/w.ladicdn.com/s350x350/6322a62f2dad980013bb5005/gedgvdf-20250323084322-cpc_l.png	(from https://invitations.jmiiwedding.com/redtone)
05:03:09	51880/51880	---MCZ	200	added ('OK')	image/jpeg	date:Thu,%2027%20Nov%202025%2010:03:41%20GMT	https://w.ladicdn.com/s750x650/6322a62f2dad980013bb5005/543425916_1412033950286920_8889122512388796988_n-20251019100728-duo4h.jpg	C:/Users/thanh/Downloads/mauthiep/T06/w.ladicdn.com/s750x650/6322a62f2dad980013bb5005/543425916_1412033950286920_8889122512388796988_n-20251019100728-duo4h.jpg	(from https://invitations.jmiiwedding.com/redtone)
05:03:09	134656/134656	---MCZ	200	added ('OK')	image/png	date:Thu,%2027%20Nov%202025%2010:03:42%20GMT	https://w.ladicdn.com/s600x500/6322a62f2dad980013bb5005/thiep-minh-ha_0027_7-20250713180002-dacc9.png	C:/Users/thanh/Downloads/mauthiep/T06/w.ladicdn.com/s600x500/6322a62f2dad980013bb5005/thiep-minh-ha_0027_7-20250713180002-dacc9.png	(from https://invitations.jmiiwedding.com/redtone)
05:03:10	557564/557564	---MCZ	200	added ('OK')	image/png	date:Thu,%2027%20Nov%202025%2010:03:41%20GMT	https://w.ladicdn.com/s700x650/6322a62f2dad980013bb5005/rgfs-20250315033246-mioe5-20250909212443-tvys1-20251019095142-edemo.png	C:/Users/thanh/Downloads/mauthiep/T06/w.ladicdn.com/s700x650/6322a62f2dad980013bb5005/rgfs-20250315033246-mioe5-20250909212443-tvys1-20251019095142-edemo.png	(from https://invitations.jmiiwedding.com/redtone)
05:03:10	23942/23942	---MCZ	200	added ('OK')	image/png	date:Fri,%2021%20Nov%202025%2007:05:18%20GMT	https://w.ladicdn.com/s350x350/6322a62f2dad980013bb5005/untitled-1ft_0000_vector-smart-object-20250510121635-u90h4.png	C:/Users/thanh/Downloads/mauthiep/T06/w.ladicdn.com/s350x350/6322a62f2dad980013bb5005/untitled-1ft_0000_vector-smart-object-20250510121635-u90h4.png	(from https://invitations.jmiiwedding.com/redtone)
05:03:10	109567/109567	---MCZ	200	added ('OK')	image/jpeg	date:Thu,%2027%20Nov%202025%2010:03:41%20GMT	https://w.ladicdn.com/s750x750/6322a62f2dad980013bb5005/544787468_1412033503620298_2244600429139175686_n-20251019101032-ui_84.jpg	C:/Users/thanh/Downloads/mauthiep/T06/w.ladicdn.com/s750x750/6322a62f2dad980013bb5005/544787468_1412033503620298_2244600429139175686_n-20251019101032-ui_84.jpg	(from https://invitations.jmiiwedding.com/redtone)
05:03:10	13477/13477	---MCZ	200	added ('OK')	image/png	date:Thu,%2027%20Nov%202025%2010:03:40%20GMT	https://w.ladicdn.com/s350x350/6322a62f2dad980013bb5005/thiep-minh-ha_0007_vector-smart-object-20250713181612-tjrwf.png	C:/Users/thanh/Downloads/mauthiep/T06/w.ladicdn.com/s350x350/6322a62f2dad980013bb5005/thiep-minh-ha_0007_vector-smart-object-20250713181612-tjrwf.png	(from https://invitations.jmiiwedding.com/redtone)
