date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
05:04:41	29678/29678	---MCZ	200	added ('OK')	text/html	date:Tue,%2017%20Feb%202026%2022:04:40%20GMT	https://jmiiwedding.com/trangmaauuuu/	C:/Users/thanh/Downloads/mauthiep/T10/jmiiwedding.com/trangmaauuuu/index.html	(from )
05:04:41	111/111	---M-Z	200	added ('OK')	text/plain	date:Tue,%2017%20Feb%202026%2022:04:40%20GMT	https://jmiiwedding.com/robots.txt		(from )
05:04:41	134/134	---M--	301	error ('Moved%20Permanently')	text/html	date:Tue,%2017%20Feb%202026%2022:04:41%20GMT	https://static.ladipage.net/6322a62f2dad980013bb5005/untitled-1-20250409032644-v_4bn.png	C:/Users/thanh/Downloads/mauthiep/T10/static.ladipage.net/6322a62f2dad980013bb5005/untitled-1-20250409032644-v_4bn.0.delayed	(from https://jmiiwedding.com/trangmaauuuu/)
05:04:42	176730/176730	---MCZ	200	added ('OK')	image/png	date:Tue,%2025%20Nov%202025%2007:31:24%20GMT	https://w.ladicdn.com:443/6322a62f2dad980013bb5005/untitled-1-20250409032644-v_4bn.png	C:/Users/thanh/Downloads/mauthiep/T10/w.ladicdn.com_443/6322a62f2dad980013bb5005/untitled-1-20250409032644-v_4bn.png	(from https://jmiiwedding.com/trangmaauuuu/)
05:04:42	587779/587779	---MCZ	200	added ('OK')	text/javascript	date:Thu,%2012%20Feb%202026%2004:24:14%20GMT	https://w.ladicdn.com/v5/source/ladipagev3.min.js?v=1764917400427	C:/Users/thanh/Downloads/mauthiep/T10/w.ladicdn.com/v5/source/ladipagev3.min7ddd.js	(from https://jmiiwedding.com/trangmaauuuu/)
05:04:42	382125/382125	---MCZ	200	added ('OK')	image/png	date:Tue,%2025%20Nov%202025%2003:41:33%20GMT	https://w.ladicdn.com/s750x600/6322a62f2dad980013bb5005/_0018_8-20251020184602-8lroq-20251119183958-xbldw.png	C:/Users/thanh/Downloads/mauthiep/T10/w.ladicdn.com/s750x600/6322a62f2dad980013bb5005/_0018_8-20251020184602-8lroq-20251119183958-xbldw.png	(from https://jmiiwedding.com/trangmaauuuu/)
05:04:42	665962/665962	---MCZ	200	added ('OK')	image/png	date:Tue,%2025%20Nov%202025%2023:47:04%20GMT	https://w.ladicdn.com/s750x1050/6322a62f2dad980013bb5005/_0018_8-20251020184602-8lroq.png	C:/Users/thanh/Downloads/mauthiep/T10/w.ladicdn.com/s750x1050/6322a62f2dad980013bb5005/_0018_8-20251020184602-8lroq.png	(from https://jmiiwedding.com/trangmaauuuu/)
05:04:42	559075/559075	---MCZ	200	added ('OK')	image/png	date:Tue,%2025%20Nov%202025%2023:04:35%20GMT	https://w.ladicdn.com/s600x550/6322a62f2dad980013bb5005/thiep-thanh-dat-element_0031_3-20251010171938-1el86.png	C:/Users/thanh/Downloads/mauthiep/T10/w.ladicdn.com/s600x550/6322a62f2dad980013bb5005/thiep-thanh-dat-element_0031_3-20251010171938-1el86.png	(from https://jmiiwedding.com/trangmaauuuu/)
05:04:43	1393/1393	---MCZ	200	added ('OK')	image/png	date:Tue,%2025%20Nov%202025%2023:04:42%20GMT	https://w.ladicdn.com/s400x400/6322a62f2dad980013bb5005/asset-1-20251010172550-2tcut.png	C:/Users/thanh/Downloads/mauthiep/T10/w.ladicdn.com/s400x400/6322a62f2dad980013bb5005/asset-1-20251010172550-2tcut.png	(from https://jmiiwedding.com/trangmaauuuu/)
05:04:43	65572/65572	---MCZ	200	added ('OK')	image/png	date:Tue,%2025%20Nov%202025%2023:04:35%20GMT	https://w.ladicdn.com/s400x400/6322a62f2dad980013bb5005/_0020_6-20251020185442-7wkz3.png	C:/Users/thanh/Downloads/mauthiep/T10/w.ladicdn.com/s400x400/6322a62f2dad980013bb5005/_0020_6-20251020185442-7wkz3.png	(from https://jmiiwedding.com/trangmaauuuu/)
05:04:43	11809/11809	---MCZ	200	added ('OK')	image/png	date:Tue,%2025%20Nov%202025%2004:51:55%20GMT	https://w.ladicdn.com/s400x400/6322a62f2dad980013bb5005/fff-20250420034256-byv87.png	C:/Users/thanh/Downloads/mauthiep/T10/w.ladicdn.com/s400x400/6322a62f2dad980013bb5005/fff-20250420034256-byv87.png	(from https://jmiiwedding.com/trangmaauuuu/)
05:04:43	42688/42688	---MCZ	200	added ('OK')	image/png	date:Tue,%2025%20Nov%202025%2023:47:02%20GMT	https://w.ladicdn.com/s400x400/6322a62f2dad980013bb5005/16491273404933-photoroom-copy-8-20251028162159-vycva.png	C:/Users/thanh/Downloads/mauthiep/T10/w.ladicdn.com/s400x400/6322a62f2dad980013bb5005/16491273404933-photoroom-copy-8-20251028162159-vycva.png	(from https://jmiiwedding.com/trangmaauuuu/)
05:04:43	42688/42688	---MCZ	200	added ('OK')	image/png	date:Tue,%2025%20Nov%202025%2003:41:33%20GMT	https://w.ladicdn.com/s350x350/6322a62f2dad980013bb5005/16491273404933-photoroom-copy-8-20251028162159-vycva.png	C:/Users/thanh/Downloads/mauthiep/T10/w.ladicdn.com/s350x350/6322a62f2dad980013bb5005/16491273404933-photoroom-copy-8-20251028162159-vycva.png	(from https://jmiiwedding.com/trangmaauuuu/)
05:04:44	15693/15693	---MCZ	200	added ('OK')	image/png	date:Tue,%2025%20Nov%202025%2003:41:33%20GMT	https://w.ladicdn.com/s450x450/6322a62f2dad980013bb5005/72d3d784e6425590865a2344a6825bc3-copy-20251120054002-6qcue.png	C:/Users/thanh/Downloads/mauthiep/T10/w.ladicdn.com/s450x450/6322a62f2dad980013bb5005/72d3d784e6425590865a2344a6825bc3-copy-20251120054002-6qcue.png	(from https://jmiiwedding.com/trangmaauuuu/)
